ENVIRONMENTAL PROTECTION DEPARTMENT HONG KONG SPECIAL ADMINISTRATIVE REGION (CHINA) Hourly AQHI (May 2020)
Note:
1. The EPD has been reporting AQHI for individual stations on an hourly basis since 30.12.2013
2. Empty cells mean that AQHI data are not available for that period.
3. The AQHI information is based on raw data taken directly from EPD's Air Quality Monitoring Network.
"4. In case of station or equipment suspension due to maintenance, the data collection for calculation of AQHI at station will be affected, the data of a most similar station will then be adopted. Such AQHI will be marked with an asterisk (*)."
			
Date,Hour,Central/Western,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Tseung Kwan O,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,Tap Mun,Causeway Bay,Central,Mong Kok
,20,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4
,21,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,Daily Max,2,2,3,3,3,2,2,2,3,2,3,2,2,3,3,4
2020-05-06,01,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3
,02,2,2,2,2,2,2,2,1,2,2,2,2,*,2,2,3
,03,2,2,2,2,2,1,2,1,2,2,2,2,*,2,2,2
,04,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2
,06,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2
,07,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2
,08,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3
,09,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,12,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
,13,2*,2,3,2,2,2,2,2,2,2,2,2,2,3,2*,2*
,14,2*,2,3,2,2,2,2,2,2,2,2,2,2,3,2*,2*
,15,2*,2,3,2,2,2,2*,2,2,2,2,2,2,3,2,4
,16,2*,2,3,2,2,2,2*,2,2,2,2,2,2,3,2,4
,17,2*,2,3,2,2,2,2*,2,2,2,2,2,2,3,3,4
,18,2,2,3,2,2,2,2*,2,2,2,2,2,2,3,3,4
,19,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4
,20,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4
,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,22,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,3
,23,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,3
,24,2,2,2,2,2,1,2,2,2,2*,2,2,2,2,2,3
,Daily Max,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,4
2020-05-07,01,2,2,2,2,2,1,2,1,2,2*,2,2,2,2,2,3
,02,2,2,2,2,2,2*,2,1,2,2*,2,2,1,2,2,2
,03,2,2,2,2,2,2*,2,1,2,2*,2,2,1,2,2,2
,04,2,2,2,2,2,1,2,1,2,2*,2,2,2,2,2,2
,05,2,2,2,2,2,1,2,1,2,2*,2,2,2,2,2,2
,06,2,2,2,2,2,1,2,1,2,2*,2,2,2,2,2,2
,07,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,2
,08,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,3
,09,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,3,3
,10,2,2,2,2,2,2,2,2,2,2*,2,2,2,3,3,4
,11,2,2,2,2,2,2,2,2,2,2*,2,2,2,3,3,4
,12,2,2,3,2*,2,2,2,2,2,2*,2,2,2,3,3,4
,13,2,2,3,2*,2,2,2,2,2,2*,2*,2,2,3,3,4
,14,2,2,3,2*,2,2,2,2,2,2*,2*,2,2,3,3,4
,15,2,2,3,2*,2,2,2,2,2,2*,2*,2,2,3,3,4
,16,2,2,2*,2*,2,2,2,2,2,2*,2*,2,2,3,2,4
,17,2,2,2*,2*,2,2,2,2,2,2*,2*,2,2,3,2,4
,18,2,2,2*,2*,2,2,2,2,2,2*,2,2,2,3,2,4
,19,2,2,2*,2,2,2,2,2,2,2*,2,2,2,3,2,4
,20,2,2,2*,2,2,2,2,2,2,2,2,2,2,3,2,3
,21,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,Daily Max,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,4
2020-05-08,01,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3
,02,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3
,03,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
,04,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2
,05,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2
,06,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2
,07,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2
,08,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2
,09,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,3
,10,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,3
,11,2,2,2,2,2,2,2,2,2,2,1*,2,2,2,2,4
,12,2,2,3,2,2,2,2,2,2,2,1*,2,2,2,2,2*
,13,2,2,3,2,2,2,2,2,2,2,2*,2,2,2,2,2*
,14,2,2,3,2,2,2,2,2,2,2,2*,2,2,3,2,2*
,15,2,2,2,2,2*,2,2,2,2,2,2*,2,2,3,2,3*
,16,2,2,2,2,2*,2,2,2,2,2,2*,2,2,3,2,3*
,17,2,2,2,2,2,2,2,2,2,2,2*,2,2,3,2,3*
,18,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,19,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,23,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2
,24,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2
,Daily Max,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,4
2020-05-09,01,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2
,02,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2
,03,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2
,04,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2
,06,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2
,07,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2
,08,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2
,09,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2
,10,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2*
,11,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2*
,12,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3
,13,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,14,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
,15,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3
,16,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,17,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,18,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,19,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,20,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,21,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,23,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
,24,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
,Daily Max,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3
2020-05-10,01,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2
,02,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2
,03,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2
,04,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2
,06,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2
,07,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,2
,08,2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2
,09,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2
,10,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2
,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,12,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2
,13,2,2,3,2,2,2,3,3,3,2,3,2,2,3,3,3
,14,2,3,3,3,2,2,3,3,3,3,4,3,3,4,3,3
,15,3,3,3,3,2,2,3,3,3,3,4,3,3,4,3,3
,16,2,3,3,2,2,2,3,3,3,3,4,3,3,4,3,3
,17,2,2,3,2,2,2,3,3,4,3,5,3,3,3,3,3
,18,2,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3
,19,3,3,3,3,3,3,3,4,4,4,4,3,3,4,3,3
,20,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,4
,21,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
,22,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4
,23,3,3,3,3,3,2,3,3,3,3,2,3,2,4,4,4
,24,3,3,3,3,3,2,3,2,3,2,2,3,2,4,3,4
,Daily Max,3,3,3,3,3,3,3,4,4,4,5,3,3,4,4,4
2020-05-11,01,3,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3
,02,3,3,3,3,2,2,2,3*,3,2,2,2,2,3,3,3
,03,3,3,2,3,2,2,2,3*,3,2,2,2,2,3,3,3
,04,3,2,2,3,2,2,2,2,3,2,2,2,2,3,3,3
,05,3,3,2,3,2,2,2,2,3,2,2,2,2,3,3,3
,06,3,3,2,3,2,2,2,2,3,2,2,2,2,3,3,3
,07,3,2,3,3,2,2,2,2,2,2,2,2,2,3,3,3
,08,3,2,3,3,2,2,2,2,3,2,2,2,2,3,3,3
,09,3,3,3,3,3,2,2,2,3,2,2,2,2,4,4,4
,10,3,3,3,3,3,2,3,2,3,2,2,2,2,4,4,4
,11,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
,12,3,3,3,3,3,3,3,3,3,3,3,3*,4,4,4,4
,13,3,3,3,3,3,3,3*,3,4,3*,3,3*,4,4,4,3
,14,3,3,4,3,3,3,3*,3,4,4*,4,3*,5,4,4,4
,15,3,4*,5,3,3,3,4*,3,4,4*,5,4*,5,4,4,4
,16,4,4*,6,4,3,3,4*,4,4,4*,5,4,5,4,5,6
,17,4,4*,6,4,4,3,4*,3,4,4*,6,4,5,4*,5,6
,18,3,5,6,4,4,3,6,3,4,3,6,4,5,4*,4,5
,19,3,5,6,4,4,3,6,3,4,3,6,3,4,4,4,5
,20,3,6,6,3,3,3,6,3,3,2,6,3,4,4,4,4
,21,3,5,5,3,3,2,6,2,3,2,5,3,4,4,3,3
,22,2,4,4,3,3,2,5,2,3,2,5,2,4,3,3,3
,23,2,3,3,3,3,2,4,3,3,3,4,3,4,3,3,3
,24,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3
,Daily Max,4,6,6,4,4,3,6,4,4,4,6,4,5,4,5,6
2020-05-12,01,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3
,02,4,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3
,03,3,3,3,3,3,3,3,2,3,3,3,3,2,3,4,3
,04,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3
,05,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3
,06,3,3,3,3,2,2,2,2,3,2,2,2,2,3,3,3
,07,3,2,3,3,2,2,2,2,3,2,2,2,2,3,3,3
,08,3,2,3,3,3,2,3,2,3,2,2,2,2,3,3,3
,09,3,3,3,3,3,2,3,2,3,2,2,2,2,3,4,3
,10,3,3,3,3,3,2,3,3,3,3,3,3,2,4,4,3
,11,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4
,12,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4
,13,4,4,4,4,4,4,4,5,5,5,5,4,4,5,5,5
,14,5,5,4,5,5,5,5,5,6,6,5,5,5,5,5,5
,15,6,5,5,6,6,6,5,6,7,7,6,5,5,6,6,6
,16,7,5,5,6,6,6,6,6,8,8,6,6,5,6,7,7
,17,7,6,6,6,6,7,6,7,9,10,7,6,6,6,7,7
,18,7,6,6,7,7,7,6,7,9,10,7,6,6,6,6,7
,19,7,6,6,8,7,7,6,7,9,10,7,6,5,6,7,8
,20,8,5,6,8,8,8,6,7,8,9,6,6,5,7,8,9
,21,8,5,6,8,7,7,5,6,8,8,6,6,4,7,8,9
,22,7,5,6,7,7,6,5,6,8,6,5,6,3,7,8,8
,23,7,5,6,7,6,5,4,5,7,5,4,5,3,7,7,8
,24,7,5,5,6,5,4,4,5,6,5,4,5,2,6,7,7
,Daily Max,8,6,6,8,8,8,6,7,9,10,7,6,6,7,8,9
2020-05-13,01,7,5,4,6,4,4,4,5,6,4,4,4,2,6,7,7
,02,6,4,4,6,4,3,3,4,6,5*,3,4,2,6,7,7
,03,6,4,4,6,5,3,3,4,5,5*,3,3,2,6,6,6
,04,6,4,4,6,5,3,3,4,5,3,3,3,2,5,6,6
,05,5,4,4,5,4,3,3,5,5,3,3,3,2,5,6,6
,06,5,4,4,5,3,3,3,4,5,3,3,3,2,5,5,6
,07,5,4,4,5,3,3,3,4,5,3,3,3,3,5,5,6
,08,5,4,4,5,4,4,3,3,5,4,3,3,4,5,5,6
,09,5,4,4,5,4,4,4,3,6,5,4,4,4,5,5,6
,10,5,4,4,5,4,4,4,4,6,6,4,4,4,5,5,5
,11,5,4,4,4,4,4,4,4,6,6,4,4,4,4,5,5
,12,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,5
,13,4,4,4,4,4,4,4,4,5,5,4,4,4*,4,5,5
,14,4,4,4,4,4,4,4,4,5,4,4,4,4*,5,5,5
,15,5,5,5,5,4,4,5,4,5,4,5,4,5*,5,5,5
,16,5,5,5,5,5,4,5,4,5,4,5,5,*,5,5,5
,17,5,5,5,5,5,5,5,4,5,5,5,5,*,6,6,6
,18,5,6,5,5,5,5,6,4,5,5,6,5,6,6,6,6
,19,6,6,6,5,5,5,6,4,5,5,6,5,6,6,6,6
,20,6,6,6,6,5,5,6,4,5,5,6,6,6,6,6,6
,21,6,6,6,6,5,5,6,5,5,5,6,6,6,6,6,6
,22,6,6,6,6,5,5,6,5,5,5,6,6,6,6,6,6
,23,6,6,6,6,6,5,6,5,5,5,6,6,6,6,6,6
,24,6,6,6,6,6,5,6,5,6,5,6,6,6,6,6,6
,Daily Max,7,6,6,6,6,5,6,5,6,6,6,6,6,6,7,7
2020-05-14,01,6,6,6,6,6,5,6,5,6,5,6,6,6,6,6,6
,02,6,6,5,5,5,5,6,5,5,5,6,5,6,6,6,6
,03,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5
,04,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
,05,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
,06,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5
,07,5,5,5,5,4,4,5,4,5,4,5,5,5,5,5,5
,08,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,4
,09,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5
,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5
,11,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5
,12,4,4,4,4,4*,4,4,4,4,4,4,4,5,5,5,5
,13,4,4,4,4,4*,4,5,4,5,4,4,4,5,5,5,5
,14,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5
,15,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5
,16,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5
,17,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4
,18,3,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4
,19,3,3,3,4,4,3,3,3,4,3,4,3,4,4,4,4
,20,3,3,3,4,3,3,3,3,4,3,4,3,4,4,4,4
,21,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4
,22,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4
,23,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4
,24,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4
,Daily Max,6,6,6,6,6,5,6,5,6,5,6,6,6,6,6,6
2020-05-15,01,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4
,02,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
,03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,06,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3
,07,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3
,08,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3
,09,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3
,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,11,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
,12,3,3,3,3,3,3*,3,3,3,3,3,3,3,4,3,3
,13,3*,3,3,3,3,3*,3,3,3,3,3,3,3,4,3,4*
,14,3*,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4*
,15,3*,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4*
,16,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3
,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,18,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3
,19,2,2,3,3,3,2,2,2,3,2,3,2,3,3,3,3
,20,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3
